ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,item_UPA,item_IPA,form_set,etym_notes,glossing_notes
212-82-1,,212,82,puʾddə,puʾddə,,,LivWb,,,,,,,1,,
204-82-1,,204,82,pakkuo,pakkuo,,,KKSV,,,,,,,2,,
204-82-2,,204,82,lanketa,lanketa,,,KKSV,,,,,,,3,,
207-82-1,,207,82,langeta,langeta,,,VVS,,,,,,,3,,
209-82-1,,209,82,лaŋkē̮ma,лaŋkē̮ma,l ɑ ŋ k ɤː m ɑ,,VKJMS,,,,,laŋkē̮ma,lɑŋkɤːmɑ,3,,
212-82-2,,212,82,laŋŋgə,laŋŋgə,,,LivWb,,,,,,,3,,
207-82-2,,207,82,kirbota,kirbota,,,VVS,,,,,,,4,,
210-82-1,,210,82,kukkuda,kukkuda,k u kː u t ɑ,,SVSk,,,,,,kukːutɑ,5,,
211-82-1,,211,82,kukõrduma,kukõrduma,k u k ɤ r t u m ɑ,,VESr,,,,,,kukɤrtumɑ,5,,
212-82-3,,212,82,saʾddə,saʾddə,,,LivWb,,,,,,,6,,
101-82-1,,101,82,gahtjedh,gahtjedh,,,NSsNdb,,,,,,,7,"Cf. PIE *kidye/o-, Swedish hitta 'find'",
102-82-1,,102,82,gahtjat,gahtjat,,,WbWlap,,,,,,,7,"Cf. PIE *kidye/o-, Swedish hitta 'find'",
104-82-1,,104,82,gahtjat,gahtjat,,,EZ,,,,,,,7,"Cf. PIE *kidye/o-, Swedish hitta 'find'",
105-82-1,,105,82,gahččat,gahččat,,,SSSg,,,,,,,7,"Cf. PIE *kidye/o-, Swedish hitta 'find'",
106-82-1,,106,82,koččađ,koččađ,,,InsSSk,,,,,,,7,"Cf. PIE *kidye/o-, Swedish hitta 'find'",
107-82-1,,107,82,kõččâd,kõččâd,,,SKosSk,,,,,,,7,"Cf. PIE *kidye/o-, Swedish hitta 'find'",
108-82-1,,108,82,kēhče,kēhče,k eː h t ʃ e,,WOLD,,,,,,keːhtʃe,7,"Cf. PIE *kidye/o-, Swedish hitta 'find'",
301-82-1,,301,82,prams,prams,p r ɑ m s,,MordWb,,,,,prams,prɑms,8,,
401-82-1,,401,82,(βolem) βozam,βozam,β o z ɑ m,,SMSk;TscherWb,,,,,"βolem_βozam, βozam",βozɑm,9,,
0-82-1,,0,82,*ećV-,*ećV-,,,UEW;Sam88,,,,,,,10,,
501-82-1,,501,82,uśni̮,uśni̮,u ɕ n ɯ,,SyrjWsch,,,,,uśni̮,uɕnɯ,10,,
503-82-1,,503,82,uśni̮,uśni̮,u ɕ n ɯ,,KoPRSl,,,,,uśni̮,uɕnɯ,10,,
504-82-1,,504,82,uśi̮ni̮,uśi̮ni̮,u ɕ ɯ n ɯ,,WotjWsch,,,,,uśi̮ni̮,uɕɯnɯ,10,,
601-82-1,,601,82,esik,esik,ɛ ʃ i k,,FMSz,,,,,,ɛʃik,10,,
701-82-1,,701,82,raɣi,raɣi,r ɑ ɣ i,,WogWb,,,,,raɣi,rɑɣi,11,,
807-82-1,,807,82,körəɣ-,körəɣ-,k ø r ə ɣ,,DEWbOstj,,,,,körəɣ-,kørəɣ-,12,,
902-82-1,,902,82,xaqmə°,xaqmə°,,,JurSWb,,,,,,,13,,"'Fall, descend'"
901-82-1,,901,82,čəlhәdʹi,čəlhәdʹi,tʃ ə l h ə dʲ i,,SlNgaRus,,,,,čəlhәdʹi,tʃəlhədʲi,14,,
907-82-1,,907,82,ālćə-,ālćə-,ɑː l tɕ ə,,SolkWb,,,,,ālćə-,ɑːltɕə-,15,,
208-82-1,,208,82,tokkua,tokkua,t o kː u ɑ,,InkmSk,,,,,tokkua,tokːuɑ,16,,
901-82-2,,901,82,sohədʹa,sohədʹa,s o h ə dʲ ɑ,,SlNgaRus,,,,,sohədʹa,sohədʲɑ,17,,
203-83-1,,203,83,juosta,juosta,j u o̞ s t ɑ,,JL,,,,,,juo̞stɑ,1,Deriv. From PFin *juxi̮-ksi-tak,
204-83-1,,204,83,juossa,juossa,,,KKSV,,,,,,,1,,
207-83-1,,207,83,josta,josta,,,VVS,,,,,,,1,,
208-83-1,,208,83,jōssa,jōssa,j oː sː ɑ,,InkmSk,,,,,jōssa,joːsːɑ,1,,
209-83-1,,209,83,johse̮ma,johse̮ma,j o h s ɤ m ɑ,,VKJMS,,,,,johse̮ma,johsɤmɑ,1,,
210-83-1,,210,83,joosta,joosta,j oː s t ɑ,,SVSk,,,,,,joːstɑ,1,,
211-83-1,,211,83,juuskma,juuskma,,,VESr,,,,,,,1,,
212-83-1,,212,83,jùokšə,jùokšə,,,LivWb,,,,,,,1,,
212-83-2,,212,83,aʾilə,aʾilə,,,LivWb,,,,,,,2,"Deriv. from PU *aja- 'drive, pursue'",
102-83-1,,102,83,viahkat,viahkat,,,WbWlap,,,,,,,3,,
104-83-1,,104,83,viehkat,viehkat,,,EZ,,,,,,,3,,
105-83-1,,105,83,viehkat,viehkat,,,SSSg,,,,,,,3,,
107-83-1,,107,83,urččâd ~ uʹrččâd,urččâd ~ uʹrččâd,,,SKosSk,,,,,,,4,,
301-83-1,,301,83,čijems,čijems,tʃ i j e m s,,MordWb,,,,,čijems,tʃijems,5,"Cogn. with Hu ""siet"" 'hurry'?",
401-83-1,,401,83,kuržam,kuržam,k u r ʒ ɑ m,,SMSk;TscherWb,,,,,kuržam,kurʒɑm,6,,Used of people and other two-legged creatures
504-83-1,,504,83,bi̮źi̮ni̮,bi̮źi̮ni̮,b ɯ ʑ ɯ n ɯ,,WotjWsch,,,,,bi̮źi̮ni̮,bɯʑɯnɯ,7,,
0-83-1,,0,83,*pukta-,*pukta-,,,UEW;Sam88,,,,,,,8,,"'Jump, run'"
601-83-1,,601,83,fut,fut,f u t,,FMSz,,,,,,fut,8,,
601-83-2,,601,83,szalad,szalad,s ɒ l ɒ d,,FMSz,,,,,,sɒlɒd,9,"From PFU (PU?) *ćaδa ~ śaδa 'running, heat (oestrus)'",
701-83-1,,701,83,χājti,χājti,x ɑː j t i,,WogWb,,,,,χājti,xɑːjti,10,,
807-83-1,,807,83,kɔɣəl-,kɔɣəl-,k ɔ ɣ ə l,,DEWbOstj,,,,,kɔɣəl-,kɔɣəl-,11,"From PU *kulki̮- 'move, go'",
902-83-1,,902,83,syur°mpə°,syur°mpə°,,,JurSWb,,,,,,,12,From PSd *kür(ə)-,
907-83-1,,907,83,kural-,kural-,k u r ɑ l,,SolkWb,,,,,kural-,kurɑl-,13,,
501-83-1,,501,83,kote̮rtni̮,kote̮rtni̮,k o t ɤ r t n ɯ,,SyrjWsch,,,,,kote̮rtni̮,kotɤrtnɯ,15,,
503-83-1,,503,83,kotraśni̮,kotraśni̮,k o t r ɑ ɕ n ɯ,,KoPRSl,,,,,kotraśni̮,kotrɑɕnɯ,15,,
807-83-2,,807,83,nö̆rǝɣtǝ-,nö̆rǝɣtǝ-,n ø ̆ r ə ɣ t ə,,DEWbOstj,,,,,nö̆rəɣtə-,nø̆rəɣtə-,16,,
807-83-3,,807,83,kǝs-,kǝs-,k ə s,,DEWbOstj,,,,,kəs-,kəs-,17,,
108-83-1,,108,83,vīǯe,vīǯe,v iː d ʒ e,,WOLD,,,,,,viːdʒe,18,,
106-83-1,,106,83,kaččađ,kaččađ,,,InsSSk,,,,,,,19,,
209-83-2,,209,83,siukama,siukama,s i u k ɑ m ɑ,,VKJMS,,,,,siukama,siukɑmɑ,20,,
101-83-1,,101,83,hajkedh,hajkedh,,,NSsNdb,,,,,,,21,,Of animals
101-83-2,,101,83,vaarredh,vaarredh,,,NSsNdb,,,,,,,22,,Of people
104-83-2,,104,83,vánjjgat,vánjjgat,,,EZ,,,,,,,23,,Of animals
901-83-1,,901,83,hojkirśa,hojkirśa,h o j k i r ɕ ɑ,,SlNgaRus,,,,,hojkirśa,hojkirɕɑ,24,,
0-84-1,,0,84,*śilmä,*śilmä,,,UEW;Sam88,,,,,,,1,,
101-84-1,,101,84,tjelmie,tjelmie,,,NSsNdb,,,,,,,1,,
102-84-1,,102,84,tjalˈbmee,tjalˈbmee,,,WbWlap,,,,,,,1,,
104-84-1,,104,84,tjálbme,tjálbme,,,EZ,,,,,,,1,,
105-84-1,,105,84,čalbmi,čalbmi,,,SSSg,,,,,,,1,,
106-84-1,,106,84,čalme,čalme,,,InsSSk,,,,,,,1,,
107-84-1,,107,84,čâʹlmm,čâʹlmm,,,SKosSk,,,,,,,1,,
108-84-1,,108,84,čall’m,čall’m,t ʃ a lːʲ m,,WOLD,,,,,,tʃalːʲm,1,,
203-84-1,,203,84,silmä,silmä,s i l m æ,,JL,,,,,,silmæ,1,,
204-84-1,,204,84,silmä,silmä,,,KKSV,,,,,,,1,,
207-84-1,,207,84,silʹm,silʹm,,,VVS,,,,,,,1,,
208-84-1,,208,84,silmä,silmä,s i l m æ,,InkmSk,,,,,silmä,silmæ,1,,
209-84-1,,209,84,silḿ,silḿ,s i l mʲ,,VKJMS,,,,,silḿ,silmʲ,1,,
210-84-1,,210,84,silm,silm,s i l m,,SVSk,,,,,,silm,1,,
211-84-1,,211,84,silm,silm,,,VESr,,,,,,,1,,
212-84-1,,212,84,sīlma,sīlma,,,LivWb,,,,,,,1,,
301-84-1,,301,84,śelʹme,śelʹme,ɕ e ʎ m e,,MordWb,,,,,śelʹme,ɕeʎme,1,,
401-84-1,,401,84,šińča,šińča,ʃ i ɲ tʃ ɑ,,SMSk;TscherWb,,,,,šińča,ʃiɲtʃɑ,1,,
501-84-1,,501,84,śin,śin,ɕ i n,,SyrjWsch,,,,,śin,ɕin,1,,
503-84-1,,503,84,śin,śin,ɕ i n,,KoPRSl,,,,,śin,ɕin,1,,
504-84-1,,504,84,śin,śin,ɕ i n,,WotjWsch,,,,,śin,ɕin,1,,
601-84-1,,601,84,szem,szem,s ɛ m,,FMSz,,,,,,sɛm,1,,
701-84-1,,701,84,sam,sam,s ɑ m,,WogWb,,,,,sam,sɑm,1,,
807-84-1,,807,84,sem,sem,s e m,,DEWbOstj,,,,,sem,sem,1,,
901-84-1,,901,84,śejmi̮,śejmi̮,ɕ e j m ɯ,,SlNgaRus,,,,,śejmi̮,ɕejmɯ,1,,
902-84-1,,902,84,sæw°,sæw°,,,JurSWb,,,,,,,1,,
907-84-1,,907,84,saji,saji,s ɑ j i,,SolkWb,,,,,saji,sɑji,1,,
0-85-1,,0,85,[Not reconstructable],,,PFU ?*kuδʹmV,UEW;Sam88,,,,,,,?,[Not reconstructable],
203-85-1,,203,85,tuhka,tuhka,t̪ u x k ɑ,,JL,,,,,,t̪uxkɑ,1,Cf. OHG “zuscen” 'burn to ashes',
204-85-1,,204,85,tuhka,tuhka,,,KKSV,,,,,,,1,Cf. OHG “zuscen” 'burn to ashes',
207-85-1,,207,85,tuhk,tuhk,,,VVS,,,,,,,1,Cf. OHG “zuscen” 'burn to ashes',
209-85-1,,209,85,tuhk,tuhk,t u h k,,VKJMS,,,,,tuhk,tuhk,1,Cf. OHG “zuscen” 'burn to ashes',
210-85-1,,210,85,tuhk,tuhk,t u h k,,SVSk,,,,,,tuhk,1,Cf. OHG “zuscen” 'burn to ashes',
211-85-1,,211,85,tuhk,tuhk,,,VESr,,,,,,,1,Cf. OHG “zuscen” 'burn to ashes',
212-85-1,,212,85,tūʾgəd,tūʾgəd,,,LivWb,,,,,,,1,Cf. OHG “zuscen” 'burn to ashes',
204-85-2,,204,85,poro,poro,,,KKSV,,,,,,,2,,
208-85-1,,208,85,poro,poro,p o r o,,InkmSk,,,,,poro,poro,2,,
101-85-1,,101,85,govne,govne,,,NSsNdb,,,,,,,3,,
102-85-1,,102,85,gùdna,gùdna,,,WbWlap,,,,,,,3,,
104-85-1,,104,85,gudna,gudna,,,EZ,,,,,,,3,,
105-85-1,,105,85,gutna,gutna,,,SSSg,,,,,,,3,,
106-85-1,,106,85,kunna,kunna,,,InsSSk,,,,,,,3,,
107-85-1,,107,85,kunn,kunn,,,SKosSk,,,,,,,3,,
108-85-1,,108,85,kunn,kunn,k u nː,,WOLD,,,,,,kunː,3,,
601-85-1,,601,85,hamu,hamu,h ɒ m u,,FMSz,,,,,,hɒmu,4,,
701-85-1,,701,85,χūlʹəm,χūlʹəm,x uː ʎ ə m,,WogWb,,,,,χūlʹəm,xuːʎəm,4,Aikio2015: Ugric items for ’ashes’ of PU origin,
807-85-1,,807,85,kajəm,kajəm,k ɑ j ə m,,DEWbOstj,,,,,kajəm,kɑjəm,4,Aikio2015: Ugric items for ’ashes’ of PU origin,
401-85-1,,401,85,lomə̑ž,lomə̑ž,l o m ə ʒ,,SMSk;TscherWb,,,,,lomə̑ž,loməʒ,5,"Possibly from PFU *lomV 'warmth, flame'",
501-85-1,,501,85,pe̮jim,pe̮jim,p ɤ j i m,,SyrjWsch,,,,,pe̮jim,pɤjim,6,,
503-85-1,,503,85,pe̮jim,pe̮jim,p ɤ j i m,,KoPRSl,,,,,pe̮jim,pɤjim,6,,
504-85-1,,504,85,peń,peń,p e ɲ,,WotjWsch,,,,,peń,peɲ,6,,
807-85-2,,807,85,pär,pär,p æ r,,DEWbOstj,,,,,pär,pær,7,,
902-85-1,,902,85,tuh syibya,tuh syibya,,,JurSWb,,,,,,,8,,Lit. 'fire's dust'
907-85-1,,907,85,śīmə,śīmə,ɕ iː m ə,,SolkWb,,,,,śīmə,ɕiːmə,8,,
301-85-1,,301,85,kulov,kulov,k u l o v,,MordWb,,,,,kulov,kulov,9,"cf. Ugric, e.g. Hun “hamu”; separate Turkic borrowings?",
901-85-1,,901,85,"tū dʹoəˀ, tū dʹoədʹə̄",tū dʹoəˀ,t uː dʲ o ə ʔ,,SlNgaRus,,,,,"tū_dʹoəˀ, tū_dʹoədʹə̄",tuː dʲoəʔ,9,,
901-85-2,,901,85,"tū dʹoəˀ, tū dʹoədʹə̄",tū dʹoədʹə̄,t uː dʲ o ə dʲ əː,,SlNgaRus,,,,,"tū_dʹoəˀ, tū_dʹoədʹə̄",tuː dʲoədʲəː,9,,
203-86-1,,203,86,koira,koira,k o̞ j r ɑ,,JL,,,,,,ko̞jrɑ,1,Deriv. from PFin *kojera,
204-86-1,,204,86,koira,koira,,,KKSV,,,,,,,1,,
207-86-1,,207,86,koir,koir,,,VVS,,,,,,,1,,
208-86-1,,208,86,koira,koira,k o i r ɑ,,InkmSk,,,,,koira,koirɑ,1,,
209-86-1,,209,86,koir,koir,k o i r,,VKJMS,,,,,koir,koir,1,,
210-86-1,,210,86,koer,koer,k o e r,,SVSk,,,,,,koer,1,,
0-86-1,,0,86,*penä,*penä,,,UEW;Sam88,,,,,,,2,,
101-86-1,,101,86,bïenje,bïenje,,,NSsNdb,,,,,,,2,,
102-86-1,,102,86,biegˈŋja,biegˈŋja,,,WbWlap,,,,,,,2,,
104-86-1,,104,86,bena,bena,,,EZ,,,,,,,2,,
105-86-1,,105,86,beana,beana,,,SSSg,,,,,,,2,,
106-86-1,,106,86,peenuv,peenuv,,,InsSSk,,,,,,,2,,
107-86-1,,107,86,piânnai,piânnai,,,SKosSk,,,,,,,2,,
108-86-1,,108,86,pienne,pienne,p i e nː e,,WOLD,,,,,,pienːe,2,,
211-86-1,,211,86,pini,pini,,,VESr,,,,,,,2,,
212-86-1,,212,86,piʾń,piʾń,,,LivWb,,,,,,,2,,
301-86-1,,301,86,pińe,pińe,p i ɲ e,,MordWb,,,,,pińe,piɲe,2,,
401-86-1,,401,86,pij,pij,p i j,,SMSk;TscherWb,,,,,pij,pij,2,,
501-86-1,,501,86,pon,pon,p o n,,SyrjWsch,,,,,pon,pon,2,,
503-86-1,,503,86,pon,pon,p o n,,KoPRSl,,,,,pon,pon,2,,
504-86-1,,504,86,puni̮,puni̮,p u n ɯ,,WotjWsch,,,,,puni̮,punɯ,2,,
102-86-2,,102,86,dä̀rra,dä̀rra,,,WbWlap,,,,,,,3,,
301-86-2,,301,86,kiska,kiska,k i s k ɑ,,MordWb,,,,,kiska,kiskɑ,4,,
601-86-1,,601,86,kutya,kutya,k u c ɒ,,FMSz,,,,,,kucɒ,5,,
701-86-1,,701,86,āmp,āmp,ɑː m p,,WogWb,,,,,āmp,ɑːmp,6,,
807-86-1,,807,86,ämp,ämp,æ m p,,DEWbOstj,,,,,ämp,æmp,6,,
901-86-1,,901,86,baŋ,baŋ,b ɑ ŋ,,SlNgaRus,,,,,baŋ,bɑŋ,7,"Possible, but there are no other likely borrowings from pre-tocharian",
902-86-1,,902,86,wenyeko ~ wenyako,wenyeko ~ wenyako,,,JurSWb,,,,,,,7,"Possible, but there are no other likely borrowings from pre-tocharian",
907-86-1,,907,86,ke̮naŋ,ke̮naŋ,k ɤ n ɑ ŋ,,SolkWb,,,,,ke̮naŋ,kɤnɑŋ,7,"Possible, but there are no other likely borrowings from pre-tocharian",
203-87-1,,203,87,häntä,häntä,h æ n̪ t̪ æ,,JL,,,,,,hæn̪t̪æ,1,,
204-87-1,,204,87,häntä,häntä,,,KKSV,,,,,,,1,,
207-87-1,,207,87,händ,händ,,,VVS,,,,,,,1,,
208-87-1,,208,87,hänᴅä,hänᴅä,h æ n d̥ æ,,InkmSk,,,,,hänᴅä,hænd̥æ,1,,
211-87-1,,211,87,hand,hand,,,VESr,,,,,,,1,Irregular “a” corresponding to Northern Finnic “ä”,
209-87-1,,209,87,sapa,sapa,s ɑ p ɑ,,VKJMS,,,,,sapa,sɑpɑ,2,,
210-87-1,,210,87,saba,saba,s ɑ p ɑ,,SVSk,,,,,,sɑpɑ,2,,
212-87-1,,212,87,tabàr,tabàr,,,LivWb,,,,,,,2,"Cogn. with Fin ""saparo"" 'tail of a pig'; sporadic t- for *s-",
0-87-1,,0,87,*sejpä,*sejpä,,,UEW;Sam88,,,,,,,3,,
101-87-1,,101,87,siejpie,siejpie,,,NSsNdb,,,,,,,3,,
102-87-1,,102,87,säìbee,säìbee,,,WbWlap,,,,,,,3,,
104-87-1,,104,87,säjjbe,säjjbe,,,EZ,,,,,,,3,,
105-87-1,,105,87,seaibi,seaibi,,,SSSg,,,,,,,3,,
106-87-1,,106,87,seibi,seibi,,,InsSSk,,,,,,,3,,
107-87-1,,107,87,seiʹbb,seiʹbb,,,SKosSk,,,,,,,3,,
108-87-1,,108,87,siejjp,siejjp,s i e jː p,,WOLD,,,,,,siejːp,3,,
901-87-1,,901,87,təjbu,təjbu,t ə j b u,,SlNgaRus,,,,,təjbu,təjbu,3,,
902-87-1,,902,87,tæwa,tæwa,,,JurSWb,,,,,,,3,,
301-87-1,,301,87,pulo,pulo,p u l o,,MordWb,,,,,pulo,pulo,4,,
401-87-1,,401,87,poč,poč,p o tʃ,,SMSk;TscherWb,,,,,poč,potʃ,5,,
501-87-1,,501,87,be̮ž,be̮ž,b ɤ ʒ,,SyrjWsch,,,,,be̮ž,bɤʒ,5,,
503-87-1,,503,87,be̮ž,be̮ž,b ɤ ʒ,,KoPRSl,,,,,be̮ž,bɤʒ,5,,
504-87-1,,504,87,bi̮ž,bi̮ž,b ɯ ʒ,,WotjWsch,,,,,bi̮ž,bɯʒ,5,,
601-87-1,,601,87,farok,farok,f ɒ r o k,,FMSz,,,,,,fɒrok,6,,
701-87-1,,701,87,lēɣ,lēɣ,l eː ɣ,,WogWb,,,,,lēɣ,leːɣ,7,,
807-87-1,,807,87,ləɣ,ləɣ,l ə ɣ,,DEWbOstj,,,,,ləɣ,ləɣ,7,,
907-87-1,,907,87,talću,talću,t ɑ l tɕ u,,SolkWb,,,,,talću,tɑltɕu,8,,
907-87-2,,907,87,meća,meća,m e tɕ ɑ,,SolkWb,,,,,meća,metɕɑ,9,,
0-88-1,,0,88,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
203-88-1,,203,88,itkeä,itkeä,i t̪ k e æ,,JL,,,,,,it̪keæ,1,,
204-88-1,,204,88,itkie,itkie,,,KKSV,,,,,,,1,,
207-88-1,,207,88,itkta,itkta,,,VVS,,,,,,,1,,
208-88-1,,208,88,itkiä,itkiä,i t k i æ,,InkmSk,,,,,itkiä,itkiæ,1,,
209-88-1,,209,88,itke̮ma,itke̮ma,i t k ɤ m ɑ,,VKJMS,,,,,itke̮ma,itkɤmɑ,1,,
211-88-1,,211,88,ikma,ikma,,,VESr,,,,,,,1,,
212-88-1,,212,88,itkə,itkə,,,LivWb,,,,,,,1,,
210-88-1,,210,88,nutta,nutta,n u tː ɑ,,SVSk,,,,,,nutːɑ,2,,
101-88-1,,101,88,tjearodh,tjearodh,,,NSsNdb,,,,,,,3,,
102-88-1,,102,88,tjeärroot,tjeärroot,,,WbWlap,,,,,,,3,,
104-88-1,,104,88,tjerrot,tjerrot,,,EZ,,,,,,,3,,
105-88-1,,105,88,čierrut,čierrut,,,SSSg,,,,,,,3,,
106-88-1,,106,88,čiärruđ,čiärruđ,,,InsSSk,,,,,,,3,,
102-88-2,,102,88,vàlloot,vàlloot,,,WbWlap,,,,,,,4,,
104-88-2,,104,88,"vállut, väludit",vállut,,,EZ,,,,,,,4,,
104-88-3,,104,88,"vállut, väludit",väludit,,,EZ,,,,,,,4,,
107-88-1,,107,88,reäkkad,reäkkad,,,SKosSk,,,,,,,5,"Cf. Fin ""rääkyä"" 'shriek, bray'",
301-88-1,,301,88,avaŕdʹems,avaŕdʹems,ɑ v ɑ rʲ dʲ e m s,,MordWb,,,,,avaŕdʹems,ɑvɑrʲdʲems,6,,
401-88-1,,401,88,šortam,šortam,ʃ o r t ɑ m,,SMSk;TscherWb,,,,,šortam,ʃortɑm,7,,
501-88-1,,501,88,be̮rdni̮,be̮rdni̮,b ɤ r d n ɯ,,SyrjWsch,,,,,be̮rdni̮,bɤrdnɯ,8,,
503-88-1,,503,88,be̮rdni̮,be̮rdni̮,b ɤ r d n ɯ,,KoPRSl,,,,,be̮rdni̮,bɤrdnɯ,8,,
504-88-1,,504,88,be̮rdi̮ni̮,be̮rdi̮ni̮,b ɤ r d ɯ n ɯ,,WotjWsch,,,,,be̮rdi̮ni̮,bɤrdɯnɯ,8,,
601-88-1,,601,88,sír,sír,ʃ iː r,,FMSz,,,,,,ʃiːr,9,,
701-88-1,,701,88,lʹūńśi,lʹūńśi,ʎ uː ɲ ɕ i,,WogWb,,,,,lʹūńśi,ʎuːɲɕi,10,,
807-88-1,,807,88,jis-,jis-,j i s,,DEWbOstj,,,,,jis-,jis-,11,,
901-88-1,,901,88,dʹorədʹa,dʹorədʹa,dʲ o r ə dʲ ɑ,,SlNgaRus,,,,,dʹorədʹa,dʲorədʲɑ,12,,
902-88-1,,902,88,yaərcy° ~ yarcy°,yaərcy° ~ yarcy°,,,JurSWb,,,,,,,12,,
907-88-1,,907,88,ćūrə-,ćūrə-,tɕ uː r ə,,SolkWb,,,,,ćūrə-,tɕuːrə-,12,,
108-88-1,,108,88,lūjjh’ke,lūjjh’ke,l uː j̊ːʲ k e,,WOLD,,,,,,luːj̊ːʲke,13,,
503-88-2,,503,88,gorzi̮ni̮,gorzi̮ni̮,ɡ o r z ɯ n ɯ,,KoPRSl,,,,,gorzi̮ni̮,ɡorzɯnɯ,14,,
0-89-1,,0,89,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
203-89-1,,203,89,sitoa,sitoa,s i t̪ o ɑ,,JL,,,,,,sit̪oɑ,1,,
204-89-1,,204,89,situo,situo,,,KKSV,,,,,,,1,,
207-89-1,,207,89,sidoda,sidoda,,,VVS,,,,,,,1,,
208-89-1,,208,89,sit̆tōa,sit̆tōa,s i t ̆ t oː ɑ,,InkmSk,,,,,sit̆tōa,sit̆toːɑ,1,,
209-89-1,,209,89,sitoma,sitoma,s i t o m ɑ,,VKJMS,,,,,sitoma,sitomɑ,1,,
210-89-1,,210,89,siduda,siduda,s i t u t ɑ,,SVSk,,,,,,situtɑ,1,,
212-89-1,,212,89,siʾddə,siʾddə,,,LivWb,,,,,,,1,Holopainen2019: other IE source than Indo-iranian also possible; Koivulehto1999: Indo-Iranian,
301-89-1,,301,89,sodoms,sodoms,s o d o m s,,MordWb,,,,,sodoms,sodoms,1,Connection to Finnic cognates unclear.,
102-89-1,,102,89,tjadˈnat,tjadˈnat,,,WbWlap,,,,,,,2,Holopainen2019: other IE source than Indo-iranian also possible; Koivulehto1999: Indo-Iranian,
104-89-1,,104,89,tjadnat,tjadnat,,,EZ,,,,,,,2,Holopainen2019: other IE source than Indo-iranian also possible; Koivulehto1999: Indo-Iranian,
105-89-1,,105,89,čatnat,čatnat,,,SSSg,,,,,,,2,Holopainen2019: other IE source than Indo-iranian also possible; Koivulehto1999: Indo-Iranian,
106-89-1,,106,89,čoonnađ,čoonnađ,,,InsSSk,,,,,,,2,Holopainen2019: other IE source than Indo-iranian also possible; Koivulehto1999: Indo-Iranian,
107-89-1,,107,89,čõõnnâd,čõõnnâd,,,SKosSk,,,,,,,2,Holopainen2019: other IE source than Indo-iranian also possible; Koivulehto1999: Indo-Iranian,
401-89-1,,401,89,piδam,piδam,p i ð ɑ m,,SMSk;TscherWb,,,,,piδam,piðɑm,3,,
501-89-1,,501,89,ke̮rtavni̮,ke̮rtavni̮,k ɤ r t ɑ v n ɯ,,SyrjWsch,,,,,ke̮rtavni̮,kɤrtɑvnɯ,4,From PFU *kärV- 'tie',
503-89-1,,503,89,ke̮rtavni̮,ke̮rtavni̮,k ɤ r t ɑ v n ɯ,,KoPRSl,,,,,ke̮rtavni̮,kɤrtɑvnɯ,4,From PFU *kärV- 'tie',
504-89-1,,504,89,kertti̮ni̮,kertti̮ni̮,k e r tː ɯ n ɯ,,WotjWsch,,,,,kertti̮ni̮,kertːɯnɯ,4,From PFU *kärV- 'tie',
504-89-2,,504,89,dumi̮ni̮,dumi̮ni̮,d u m ɯ n ɯ,"Holopainen2019, Joki1973, Rédei1986, Csúcs2005, KESK",WotjWsch,,,,,dumi̮ni̮,dumɯnɯ,5,,
601-89-1,,601,89,köt,köt,k ø t,,FMSz,,,,,,køt,6,From PFU *kütki- 'tie',
701-89-1,,701,89,nēɣi,nēɣi,n eː ɣ i,,WogWb,,,,,nēɣi,neːɣi,7,,
807-89-1,,807,89,jö̆r-,jö̆r-,j ø ̆ r,,DEWbOstj,,,,,jö̆r-,jø̆r-,8,,
901-89-1,,901,89,sarədʹa,sarədʹa,s ɑ r ə dʲ ɑ,,SlNgaRus,,,,,sarədʹa,sɑrədʲɑ,9,,
902-89-1,,902,89,syarə°,syarə°,,,JurSWb,,,,,,,9,,
907-89-1,,907,89,sārə-,sārə-,s ɑː r ə,,SolkWb,,,,,sārə-,sɑːrə-,9,,
807-89-2,,807,89,pŏń-,pŏń-,p o ̆ ɲ,,DEWbOstj,,,,,pŏń-,pŏɲ-,10,"From PFU *puńa- 'wind (v.), wrap'",
211-89-1,,211,89,köütmä,köütmä,,,VESr,,,,,,,11,"Deriv. from ""köüdsʹ"" 'rope'",
101-89-1,,101,89,gårredidh,gårredidh,,,NSsNdb,,,,,,,12,From PFS *kura-,
104-89-2,,104,89,gárrat,gárrat,,,EZ,,,,,,,12,From PFS *kura-,
108-89-1,,108,89,kōrre,kōrre,k oː rː e,,WOLD,,,,,,koːrːe,12,From PFS *kura-,
203-9-1,,203,9,juuri,juuri,j uː r i,,JL,,,,,,juːri,1,,
204-9-1,,204,9,juuri,juuri,,,KKSV,,,,,,,1,,
207-9-1,,207,9,juŕ,juŕ,,,VVS,,,,,,,1,,
208-9-1,,208,9,jūri,jūri,j uː r i,,InkmSk,,,,,jūri,juːri,1,,
209-9-1,,209,9,jūri,jūri,j uː r i,,VKJMS,,,,,jūri,juːri,1,,
210-9-1,,210,9,juur,juur,j uː r,,SVSk,,,,,,juːr,1,,
211-9-1,,211,9,juur',juur',,,VESr,,,,,,,1,,
212-9-1,,212,9,jūŕ,jūŕ,,,LivWb,,,,,,,1,,
